"Sheet_ID","N_observations","PercentRhythm","MESOR","Amplitude_24h","Acrophase_24h_hours","Amplitude_12h","Acrophase_12h_hours","Pvalue","F_statistic"
"HR051a",155,3.43938982398638,136.158286101652,2.96444759630742,14.7700684303332,0.717155173927053,7.53197835401614,0.25931498602509,1.33571150973866
"HR051b",148,0.87920934448862,142.472627845491,1.09550583504005,15.9281392955853,0.900663577391271,6.66337933922963,0.866171416629754,0.317105360617102
