"Analysis","mean_PR","mean_M","mean_A","mean_phi_deg"
"PMC_24h",25.7850530670111,136.489960386383,0.539832819551161,-20.0409558938556
"PMC_12h",9.68181818181818,136.489960386383,0.593844132825455,11.754486669001
"PMC_ortho",25.7850530670111,136.489960386383,0.975699199074205,-45.70641573987
"PMC_bathy",25.7850530670111,136.489960386383,0.52775192029669,168.57384140525
