"analysis","n","mean_PR","mean_M","mean_A","mean_phi_deg","pval","A_CI_lower","A_CI_upper","SE_phi_deg","phi_CI_lower","phi_CI_upper","SS_beta","SS_beta_gamma","SS_gamma","c22","c23","c33","matrix2x2_11","matrix2x2_12","matrix2x2_21","matrix2x2_22","invert2x2_11","invert2x2_12","invert2x2_21","invert2x2_22"
"PMC_24h",88,16.0931818181818,136.489960386383,0.539832819551161,-20.0409558938556,0.511253150209202,-1.75873199321687,2.83839763231919,27.4599793805116,-74.6206383228256,34.5387265351144,18.4126514026487,0.994335017000657,20.392847492212,0.219152676111374,0.0158897353910498,0.221818902239316,18.4126514026487,0.994335017000657,0.994335017000657,20.392847492212,0.0544538672590572,-0.00265511655728628,-0.00265511655728628,0.0491662616390396
"PMC_12h",88,9.68181818181818,136.489960386383,0.593844132825455,-348.245513330999,0.259832416884842,-1.33302929214457,2.52071755779548,21.0232190344469,-390.031437589527,-306.459589072471,11.1971103232686,-0.766652509464187,11.7613586184117,0.130981129337383,-0.00926767933206772,0.129910563181712,11.1971103232686,-0.766652509464187,-0.766652509464187,11.7613586184117,0.0897091346814893,0.00584760106861806,0.00584760106861805,0.0854053609470884
"PMC_ortho",88,25.7850530670111,136.489960386383,0.975699199074205,-45.70641573987,0.321293402819032,-1.1489858870251,3.10038428517351,36.3810404858976,-118.017673102467,26.6048416227273,44.4680023143112,-2.48619101726425,35.3522252522922,0.424003397749081,-0.051081854782795,0.483044642780503,44.4680023143112,-2.48619101726425,-2.48619101726425,35.3522252522922,0.0225768505038195,0.00158774624567867,0.00158774624567867,0.0283984228231462
"PMC_bathy",88,25.7850530670111,136.489960386383,0.52775192029669,-191.42615859475,0.692789265757922,-2.34606088389506,3.40156472448844,37.1934483573424,-265.352164570659,-117.500152618841,32.5700968179493,3.06771003668389,47.9313385844857,0.390503684639558,0.0660198463411641,0.524285354024477,32.5700968179493,3.06771003668389,3.06771003668389,47.9313385844857,0.0308892171333213,-0.00197697715573229,-0.00197697715573229,0.0209897078273665
